"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 22 15:29:44 GMT 2024","Fri Mar 22 15:29:45 GMT 2024","920","","CRUD notebook feature","","Create notebook and get it","","Create notebook and get it","  Create, read, update and delete notebooks"
"passed","Fri Mar 22 15:29:44 GMT 2024","Fri Mar 22 15:29:45 GMT 2024","585","","CRUD notebook feature [ERROR cases]","","Create notebook with invalid data","","Create notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Mar 22 15:29:45 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","499","","CRUD notebook feature [ERROR cases]","","Create notebook and update it with invalid data","","Create notebook and update it with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Mar 22 15:29:46 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","164","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Fri Mar 22 15:29:44 GMT 2024","Fri Mar 22 15:29:45 GMT 2024","867","","CRUD notebook feature [ERROR cases]","","Delete notebook with invalid data","","Delete notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Mar 22 15:29:46 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","138","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Fri Mar 22 15:29:45 GMT 2024","Fri Mar 22 15:29:45 GMT 2024","68","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid id","","Get notebook with invalid id","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Mar 22 15:29:46 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","198","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Fri Mar 22 15:29:45 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","735","","CRUD notebook feature","","Create notebook and update it","","Create notebook and update it","  Create, read, update and delete notebooks"
"passed","Fri Mar 22 15:29:45 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","418","","Notebook database feature","","Create notebook, update it and check is updated inside the database also","","Create notebook, update it and check is updated inside the database also","  Create, read, update and delete notebooks and check database"
"passed","Fri Mar 22 15:29:44 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","1677","","Notebook database feature","","Create notebook, delete it and check is removed from database also","","Create notebook, delete it and check is removed from database also","  Create, read, update and delete notebooks and check database"
"passed","Fri Mar 22 15:29:45 GMT 2024","Fri Mar 22 15:29:45 GMT 2024","219","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid data","","Get notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Mar 22 15:29:44 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","1739","","CRUD notebook feature","","Create notebook and delete it","","Create notebook and delete it","  Create, read, update and delete notebooks"
"passed","Fri Mar 22 15:29:45 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","429","","Notebook database feature","","Create notebook and check is present inside the database","","Create notebook and check is present inside the database","  Create, read, update and delete notebooks and check database"
"passed","Fri Mar 22 15:29:46 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","91","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Fri Mar 22 15:29:45 GMT 2024","Fri Mar 22 15:29:45 GMT 2024","207","","CRUD notebook feature [ERROR cases]","","Get notebooks with invalid query params","","Get notebooks with invalid query params","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Mar 22 15:29:44 GMT 2024","Fri Mar 22 15:29:45 GMT 2024","920","","CRUD notebook feature [ERROR cases]","","Create notebooks with same name","","Create notebooks with same name","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Mar 22 15:29:44 GMT 2024","Fri Mar 22 15:29:46 GMT 2024","1537","","CRUD notebook feature","","Create notebook and check is present inside the list","","Create notebook and check is present inside the list","  Create, read, update and delete notebooks"
